delivery_id,order_id,warehouse_id,delivery_partner,dispatch_date,delivery_attempts,delivery_status,delay_days
6170869,9189903,147,Amazon Logistics,18-08-2022,2,Delivered,1
6170870,9068533,148,Ekart,20-05-2022,1,Delivered,6
6170871,9132276,101,Xpressbees,31-01-2023,1,Delivered,3
6170872,9127906,150,India Post,05-05-2022,1,In Transit,0
6170873,9185473,109,EKART,12-06-2023,1,Out for Delivery,3
6170874,9023594,133,DTDC,13-03-2024,1,Delivered,9
6170875,9155945,114,DTDC,31-03-2024,1,Failed,0
6170876,9174338,101,Shadowfax,25-06-2024,1,Failed,1
6170877,9158492,116,Delhivery,26-03-2023,1,Delivered,2
6170878,9024699,108,Shadowfax,19-10-2024,2,Failed,1
6170879,9047076,136,Shadowfax,21-04-2022,3,Delivered,0
6170880,9049332,131,FedEx India,21-02-2023,1,Delivered,0
6170881,9154366,148,DTDC,02-10-2022,1,Delivered,0
6170882,9074662,133,Amazon Logistics,12-03-2024,3,Delivered,1
6170883,9069027,117,Delhivery,20-02-2025,2,Failed,0
6170884,9194881,146,Amazon Logistics,30-03-2025,3,Delivered,0
6170885,9049425,,Ekart,21-07-2024,1,Out for Delivery,2
6170886,9133955,144,Ekart,16-07-2022,1,Delivered,1
6170887,9124486,126,Shadowfax,28-10-2023,1,Failed,0
6170888,9073058,107,FedEx India,05-02-2024,1,In Transit,1
6170889,9157895,137,Delhivery,01-09-2024,1,Out for Delivery,2
6170890,9003815,124,Ekart,23-08-2024,1,Delivered,1
6170891,9242615,144,XpressBees,15-09-2023,1,Returned,0
6170892,9135933,150,XpressBees,25-12-2023,1,Delivered,1
6170893,9072038,123,Amazon Logistics,10-03-2024,1,Delivered,1
6170894,9176857,112,Delhivery,26-10-2023,1,Delivered,0
6170895,9210517,,Ekart,26-09-2023,1,Delivered,2
6170896,9028372,116,delhivery,19-04-2023,1,Delivered,0
6170897,9070977,122,BlueDart,06-12-2023,1,Delivered,1
6170898,9105566,128,FedEx India,02-01-2023,1,Delivered,1
6170899,9004222,117,Delhivery,27-03-2024,1,Returned,1
6170900,9190336,139,FedEx India,01-01-2024,1,Delivered,0
6170901,9201827,102,FedEx India,30-03-2024,1,Delivered,0
6170902,9223433,109,India Post,19-01-2025,1,Delivered,0
6170903,9233372,124,India Post,31-07-2023,1,Failed,2
6170904,9106532,144,Delhivery,22-03-2023,2,Delivered,0
6170905,9073301,147,Delhivery,21-12-2022,1,Delivered,0
6170906,9117896,134,Xpressbees,03-12-2023,1,Returned,0
6170907,9090765,107,BlueDart,18-03-2025,2,Delivered,1
6170908,9119811,112,Ekart,21-03-2024,1,In Transit,1
6170909,9087386,123,Delhivery,27-07-2024,1,Failed,1
6170910,9204760,120,Shadowfax,05-01-2025,3,Returned,0
6170911,9179134,111,Delhivery,01-09-2022,2,delivered,0
6170912,9047510,102,Ekart,18-08-2023,1,Failed,3
6170913,9164743,111,Delhivery,01-01-2022,3,Returned,0
6170914,9003686,104,FedEx India,15-05-2023,1,Delivered,9
6170915,9004724,104,XpressBees,21-10-2023,1,Failed,0
6170916,9219910,103,Delhivery,28-01-2024,1,Delivered,1
6170917,9091019,137,Delhivery,31-07-2024,1,In Transit,-3
6170918,9086564,145,FedEx India,10-02-2025,1,Out for Delivery,0
6170919,9220016,,Ekart,07-11-2023,1,Delivered,3
6170920,9019541,120,FedEx India,31-01-2025,2,Delivered,0
6170921,9047407,119,Amazon Logistics,20-11-2024,1,Failed,1
6170922,4,129,DTDC,03-06-2023,1,Failed,0
6170923,9228086,114,BlueDart,18-03-2023,1,Delivered,1
6170924,9050937,104,EKART,18-04-2024,1,Delivered,0
6170925,9161803,120,Shadowfax,05-03-2022,2,Delivered,1
6170926,9135278,126,Ekart,07-02-2022,1,delivered,1
6170927,9054131,150,XpressBees,03-10-2024,1,delivered,2
6170928,9021422,142,Ekart,07-01-2025,2,Delivered,0
6170929,9079937,130,XpressBees,17-03-2022,1,Delivered,0
6170930,9015125,110,Shadowfax,22-08-2024,1,Delivered,1
6170931,9106586,118,EKART,05-01-2023,1,Failed,2
6170932,9228438,146,XpressBees,09-02-2025,2,Delivered,0
6170933,9088311,147,Delhivery,04-01-2024,1,Delivered,10
6170934,9200286,114,Delhivery,18-01-2022,1,Delivered,8
6170935,9176966,142,FedEx India,22-02-2022,1,Delivered,1
6170936,9079007,145,Ekart,17-09-2024,1,Returned,0
6170937,9206500,109,Amazon Logistics,17-06-2022,3,Delivered,2
6170938,364,140,DTDC,03-06-2023,2,Delivered,1
6170939,9072224,106,Amazon Logistics,13-11-2024,3,Out for Delivery,0
6170940,9033426,139,EKART,28-01-2024,1,Delivered,1
6170941,9037835,113,Ekart,20-08-2022,1,In Transit,10
6170942,9008021,123,FedEx India,02-11-2024,1,Delivered,0
6170943,9081626,147,Ekart,29-06-2024,2,FAILED,0
6170944,9053071,122,Shadowfax,08-02-2025,1,Delivered,11
6170945,9228257,107,delhivery,16-07-2022,1,Delivered,0
6170946,9140077,103,FedEx India,20-08-2022,1,Delivered,2
6170947,31,142,XpressBees,03-06-2023,1,In Transit,2
6170948,9006033,112,XpressBees,24-05-2024,1,Delivered,1
6170949,9063673,143,Ekart,21-03-2023,1,In Transit,0
6170950,9100847,142,Delhivery,06-06-2024,2,Delivered,0
6170951,9124911,148,BlueDart,21-01-2024,1,Failed,2
6170952,9143769,124,delhivery,22-01-2024,1,Returned,0
6170953,9056889,123,DTDC,06-12-2024,2,delivered,3
6170954,9186793,,BlueDart,13-06-2024,2,Returned,1
6170955,9149345,101,Delhivery,06-10-2022,1,Delivered,2
6170956,9009802,120,BlueDart,03-04-2024,1,Delivered,3
6170957,9029500,129,Shadowfax,27-10-2024,1,Delivered,2
6170958,9151914,111,Delhivery,18-02-2023,2,Delivered,0
6170959,9133361,109,Ekart,02-03-2022,1,Delivered,1
6170960,9141272,107,Amazon Logistics,09-11-2023,1,Delivered,0
6170961,9097416,139,Amazon Logistics,07-06-2024,1,Delivered,1
6170962,9155187,128,XpressBees,18-12-2024,2,Delivered,2
6170963,9061564,134,Delhivery,11-01-2022,1,Failed,3
6170964,9157770,107,Ekart,12-08-2024,2,Delivered,1
6170965,9192403,117,Ekart,30-10-2023,1,Failed,2
6170966,9166047,144,Delhivery,05-01-2023,3,Failed,0
6170967,9217133,111,Amazon Logistics,20-09-2022,1,Failed,0
6170968,9044692,102,EKART,26-01-2025,2,Returned,3
6170969,9142543,145,Shadowfax,29-05-2024,1,Failed,2
6170970,9138140,,BlueDart,13-08-2023,1,Failed,0
6170971,9089227,125,India Post,06-08-2023,2,In Transit,1
6170972,9242080,115,India Post,15-10-2024,1,Delivered,3
6170973,9105481,117,Delhivery,28-03-2025,1,Delivered,0
6170974,9053814,121,India Post,16-09-2022,1,Failed,0
6170975,9052807,118,FedEx India,06-11-2022,2,Delivered,3
6170976,9054091,120,Shadowfax,27-09-2023,2,Returned,2
6170977,9070047,148,Amazon Logistics,16-07-2023,2,Failed,2
6170978,9209127,106,Delhivery,18-07-2024,1,Delivered,2
6170979,9089352,140,Ekart,19-03-2023,1,Delivered,3
6170980,9208754,147,FedEx India,13-10-2022,1,Delivered,2
6132397,9193121,143,BlueDart,07-10-2023,1,Delivered,0
6170982,9239088,121,Blue Dart,30-03-2023,1,Delivered,0
6170983,9223550,129,Shadowfax,10-08-2023,2,Delivered,0
6170984,9206408,126,Shadowfax,27-09-2022,1,Delivered,3
6170985,9192502,111,Delhivery,19-07-2024,3,Failed,2
6170986,9206855,113,Blue Dart,27-11-2022,1,Failed,6
6170987,9244372,126,FedEx India,31-03-2023,1,Delivered,0
6170988,431,104,Xpressbees,02-06-2023,1,Failed,0
6170989,9093364,135,Ekart,26-06-2023,1,Delivered,6
6170990,9145624,144,Ekart,16-03-2024,2,Failed,1
6170991,9123300,127,Ekart,11-05-2024,1,Delivered,3
6170992,9163631,149,FedEx India,23-01-2024,1,Delivered,0
6170993,9038971,136,Delhivery,10-01-2024,1,Delivered,0
6170994,9224728,115,FedEx India,25-12-2022,2,Delivered,0
6170995,9074127,125,Delhivery,07-09-2023,1,Delivered,2
6170996,9115000,104,FedEx India,30-10-2024,1,Failed,1
6170997,9222157,110,Delhivery,22-01-2022,1,Delivered,1
6170998,9077795,136,Shadowfax,04-01-2023,3,Delivered,0
6170999,9229046,121,Ekart,02-10-2024,3,Returned,3
6171000,9009512,150,Delhivery,24-10-2023,1,Failed,0
6171001,9062646,140,Amazon Logistics,09-09-2024,1,Failed,0
6171002,9104020,121,DTDC,10-02-2023,1,Failed,0
6171003,9197118,115,Amazon Logistics,25-10-2023,1,Out for Delivery,0
6171004,9024410,136,Shadowfax,26-09-2023,2,In Transit,5
6171005,9148366,142,BlueDart,04-06-2022,1,Delivered,1
6171006,9102655,142,XpressBees,23-07-2023,1,Returned,1
6171007,9182667,148,Ekart,18-03-2022,1,Returned,4
6171008,9043623,130,Blue Dart,30-07-2024,1,Delivered,0
6171009,9154453,145,Blue Dart,27-10-2024,2,Out for Delivery,0
6171010,9192224,122,Ekart,26-05-2024,1,Delivered,0
6171011,9167931,146,FedEx India,07-01-2024,1,Delivered,1
6171012,9012474,107,FedEx India,29-10-2023,3,Delivered,2
6171013,9159603,149,Delhivery,03-05-2022,1,Delivered,0
6171014,9010865,147,Shadowfax,04-01-2024,2,Delivered,1
6171015,9054072,149,FedEx India,21-11-2022,2,Delivered,0
6171016,9128128,116,BlueDart,03-11-2023,1,Delivered,2
6171017,9200363,104,Ekart,13-06-2023,1,In Transit,1
6171018,9116183,106,Ekart,10-07-2024,1,Returned,3
6171019,9205656,105,Delhivery,31-03-2024,1,Failed,0
6171020,9136680,108,Ekart,05-05-2024,1,Returned,3
6171021,9243273,133,Ekart,26-03-2025,2,Failed,2
6171022,9168017,104,Delhivery,22-10-2024,1,Delivered,9
6083759,9196430,127,India Post,10-02-2023,1,Delivered,8
6171024,9001082,109,Delhivery,01-06-2022,3,Failed,0
6171025,9062959,135,India Post,12-08-2023,1,Delivered,0
6171026,9169407,140,India Post,01-01-2025,1,Delivered,0
6171027,9030830,150,BlueDart,03-02-2022,1,Delivered,1
6171028,9184569,,XpressBees,08-11-2024,1,Delivered,1
6171029,9239672,108,Delhivery,02-01-2024,1,Delivered,0
6171030,9218612,101,Ekart,18-03-2025,1,Delivered,10
6171031,9199748,115,XpressBees,19-05-2024,1,Delivered,0
6171032,9193794,147,BlueDart,11-11-2022,2,Failed,0
6171033,9026103,150,Ekart,30-12-2023,1,Delivered,1
6171034,9019442,124,Delhivery,06-01-2022,3,Delivered,1
6171035,9153935,122,BlueDart,15-07-2023,1,FAILED,0
6171036,9153217,118,Ekart,08-10-2024,1,Delivered,0
6171037,9044884,131,Delhivery,30-10-2022,1,Delivered,0
6171038,9194489,130,FedEx India,13-08-2022,1,Delivered,0
6171039,9192547,116,XpressBees,27-03-2023,2,Delivered,0
6171040,9061473,125,Delhivery,10-01-2023,1,Out for Delivery,0
6171041,9234460,107,Xpressbees,09-11-2022,1,Delivered,1
6171042,9037871,129,Delhivery,04-03-2025,2,Delivered,0
6171043,9009239,144,EKART,23-03-2024,1,Delivered,2
6171044,9203897,142,FedEx India,18-01-2025,1,Delivered,2
6171045,9142254,127,Delhivery,24-12-2022,1,Delivered,0
6171046,9161681,,Ekart,18-02-2022,1,Delivered,1
6171047,9085654,126,DTDC,05-03-2024,1,Failed,0
6171048,9137206,131,FedEx India,03-01-2022,1,Delivered,3
6171049,9059269,115,Xpressbees,25-10-2022,2,Returned,3
6171050,9009063,141,XpressBees,10-02-2025,2,Delivered,3
6171051,9065853,127,Blue Dart,12-08-2024,1,Delivered,0
6171052,9218829,129,Ekart,11-01-2024,1,Delivered,1
6171053,9039309,126,BlueDart,26-03-2024,1,Delivered,1
6171054,9071176,148,BlueDart,21-02-2022,1,Delivered,0
6171055,9031045,113,Xpressbees,12-10-2024,1,Delivered,0
6171056,9037415,115,Shadowfax,01-02-2025,2,Delivered,-1
6171057,9196286,125,Delhivery,01-11-2022,3,Delivered,0
6171058,9144460,134,BlueDart,12-11-2023,1,Delivered,1
6171059,9042616,119,Amazon Logistics,04-11-2023,2,In Transit,0
6171060,9090201,130,India Post,18-08-2022,1,Delivered,2
6171061,9205527,135,Delhivery,07-02-2022,1,Delivered,1
6171062,9030002,108,XpressBees,08-06-2022,1,Failed,1
6171063,9106655,132,India Post,22-03-2022,1,Failed,-2
6171064,9152447,107,Amazon Logistics,12-12-2023,1,Delivered,0
6171065,9188570,142,XpressBees,05-12-2024,1,Delivered,2
6171066,9101814,115,XpressBees,07-03-2023,1,Delivered,0
6171067,9066873,119,DTDC,11-11-2024,1,Delivered,0
6171068,9144904,148,India Post,12-03-2022,1,Delivered,0
6171069,9130290,124,Shadowfax,09-09-2023,1,Returned,0
6171070,9145416,140,Ekart,23-02-2023,1,Delivered,0
6044552,9014329,105,Delhivery,26-10-2023,1,Delivered,0
6171072,9124119,150,Delhivery,22-07-2022,1,Failed,0
6171073,9040848,102,XpressBees,25-12-2023,1,Delivered,1
6171074,9109262,134,FedEx India,16-07-2023,1,Delivered,2
6171075,9010741,131,Ekart,06-01-2025,1,In Transit,1
6171076,9010245,149,BlueDart,21-10-2022,1,Delivered,2
6171077,9145480,132,Amazon Logistics,15-06-2022,1,Failed,1
6171078,9197416,114,India Post,28-04-2024,3,Failed,0
6171079,9229758,124,DTDC,05-08-2023,1,Delivered,1
6171080,9078621,123,Delhivery,06-07-2022,3,Returned,0
6171081,9191982,115,India Post,11-05-2024,1,Failed,0
6171082,9083615,138,BlueDart,17-10-2022,1,In Transit,1
6171083,9222812,145,XpressBees,28-01-2022,20,Delivered,0
6171084,9237832,122,India Post,10-05-2022,3,In Transit,0
6171085,9180373,127,Ekart,24-09-2023,1,Delivered,1
6171086,9240255,119,EKART,24-08-2023,15,Delivered,0
6171087,9079455,131,Delhivery,16-08-2022,15,Failed,0
6171088,9169723,136,BlueDart,28-04-2022,3,Failed,1
6171089,9131895,117,BlueDart,28-10-2024,1,Failed,1
6171090,9005143,137,Delhivery,19-06-2022,1,Returned,1
6171091,9080331,126,India Post,22-02-2024,1,Failed,1
6171092,9012683,147,Xpressbees,27-01-2023,1,Delivered,2
6171093,9180677,131,delhivery,21-10-2022,2,Delivered,0
6171094,9126356,115,BlueDart,16-07-2023,1,Delivered,1
6171095,9041132,130,India Post,27-09-2022,1,Failed,-1
6171096,9000535,143,Delhivery,30-03-2024,2,Delivered,6
6171097,9142800,118,Ekart,12-09-2023,1,Delivered,1
6171098,9144608,147,EKART,15-11-2023,1,Failed,3
6171099,9007503,140,BlueDart,03-02-2023,1,FAILED,0
6171100,9141535,128,Delhivery,21-06-2024,1,Delivered,0
6171101,9191388,149,Delhivery,18-11-2024,2,Failed,0
6171102,9184557,118,India Post,28-09-2023,1,Delivered,0
6171103,9017115,112,Blue Dart,10-08-2022,1,Returned,0
6171104,9052473,128,Amazon Logistics,27-11-2023,1,Delivered,0
6171105,9193512,137,Shadowfax,26-10-2022,1,Failed,0
6171106,9008842,131,India Post,04-11-2023,1,Delivered,1
6171107,9245075,108,Ekart,04-06-2022,1,Delivered,1
6171108,9087977,143,XpressBees,30-04-2023,1,Delivered,1
6171109,9025193,120,Delhivery,28-11-2022,1,Delivered,1
6171110,9106695,137,BlueDart,14-07-2022,2,Delivered,1
6171111,9074903,148,EKART,01-04-2022,2,Delivered,0
6171112,9150930,,EKART,14-01-2024,1,Failed,0
6171113,9130262,124,Ekart,06-06-2022,1,Delivered,11
6171114,9051658,138,India Post,09-05-2022,2,Delivered,1
6171115,9184207,120,XpressBees,24-03-2025,2,Returned,2
6171116,9190021,130,BlueDart,05-06-2022,1,Delivered,-1
6171117,9089867,126,XpressBees,11-06-2024,1,Delivered,0
6171118,9093825,132,Ekart,01-02-2022,1,Returned,0
6171119,9217233,144,Amazon Logistics,20-08-2023,3,Delivered,2
6171120,9237068,127,Ekart,12-01-2023,2,FAILED,2
6171121,9023983,130,DTDC,08-09-2023,1,Delivered,0
6171122,9173950,150,EKART,26-09-2022,1,Failed,1
6171123,9130666,121,Blue Dart,25-05-2024,1,Delivered,0
6171124,9038392,148,DTDC,23-12-2023,2,Out for Delivery,1
6171125,9131010,134,FedEx India,12-01-2024,2,Delivered,1
6021084,9248700,129,India Post,21-10-2022,20,Delivered,1
6171127,9042822,123,Shadowfax,02-10-2023,1,Returned,3
6171128,9166000,141,Blue Dart,25-10-2024,1,Delivered,0
6171129,9142122,145,DTDC,20-02-2022,1,Delivered,1
6171130,9102394,140,XpressBees,20-04-2024,2,Failed,1
6171131,9202587,106,FedEx India,17-09-2024,1,Delivered,2
6171132,9092695,118,Ekart,08-06-2023,2,Delivered,1
6171133,9237596,117,Ekart,20-04-2022,1,In Transit,0
6171134,9222819,138,FedEx India,15-11-2022,1,Delivered,12
6171135,9010515,108,Ekart,23-05-2023,1,Delivered,2
6171136,9185993,129,Ekart,28-09-2024,1,Delivered,3
6171137,9206076,136,India Post,18-07-2022,2,Delivered,1
6171138,9084220,109,Blue Dart,15-02-2023,2,Delivered,2
6171139,9099895,148,Ekart,25-12-2023,1,Delivered,1
6171140,9015314,115,India Post,01-01-2025,1,Failed,-1
6171141,9089510,133,XpressBees,29-05-2024,1,Delivered,3
6171142,9099611,135,Ekart,31-03-2022,1,Delivered,0
6171143,9014975,104,Shadowfax,19-10-2024,1,Delivered,-1
6171144,9100136,128,Ekart,15-08-2024,1,Delivered,1
6171145,9129057,138,XpressBees,06-11-2024,1,Delivered,0
6171146,9194376,138,Ekart,21-07-2022,2,Delivered,3
6171147,9150533,134,Amazon Logistics,08-01-2022,1,Delivered,-3
6171148,9156394,133,Xpressbees,26-11-2023,1,Delivered,1
6171149,9185575,113,BlueDart,14-04-2022,2,Failed,2
6171150,9239039,149,FedEx India,30-10-2024,1,Delivered,1
6171151,9111738,119,Delhivery,15-03-2022,1,Delivered,0
6171152,9017865,121,Delhivery,24-07-2024,2,Delivered,0
6171153,9121180,125,Xpressbees,07-04-2022,1,Delivered,8
6171154,9101622,126,Delhivery,11-04-2024,1,Failed,0
6171155,9217233,135,Xpressbees,21-08-2023,1,Failed,2
6171156,9228538,113,Ekart,04-01-2022,2,Failed,0
6171157,9042902,105,BlueDart,12-10-2022,3,Failed,2
6171158,9220329,112,BlueDart,17-11-2024,3,Delivered,2
6171159,9201411,132,DTDC,25-07-2024,1,Failed,2
6171160,9162884,147,Shadowfax,24-09-2024,1,Returned,0
6171161,9103327,113,BlueDart,15-02-2024,1,FAILED,0
6171162,9230834,139,BlueDart,30-03-2023,1,Delivered,0
6171163,9016871,104,XpressBees,15-07-2022,1,Delivered,0
6171164,9208427,119,DTDC,16-02-2023,3,Delivered,0
6171165,9026600,149,DTDC,09-07-2024,1,Delivered,2
6171166,9113490,108,BlueDart,01-01-2025,2,Delivered,3
6171167,9235629,113,FedEx India,13-01-2023,2,FAILED,0
6171168,9088837,118,India Post,23-01-2025,1,Delivered,12
6171169,9106388,117,Amazon Logistics,18-07-2024,1,In Transit,-2
6171170,9182844,130,Delhivery,14-01-2023,1,Delivered,3
6171171,9076582,118,Xpressbees,04-03-2024,1,Delivered,0
6171172,9061394,142,Amazon Logistics,12-01-2025,1,Delivered,1
6171173,9156336,130,Amazon Logistics,17-03-2023,2,Delivered,0
6171174,9120697,114,Shadowfax,23-09-2023,1,Failed,0
6171175,9208128,112,FedEx India,25-06-2022,2,Failed,2
6171176,9040489,111,Ekart,05-02-2022,1,Delivered,1
6171177,9016617,129,DTDC,01-03-2022,1,Delivered,0
6171178,9000472,118,Delhivery,13-07-2024,1,In Transit,1
6171179,9042380,144,Delhivery,21-02-2025,1,Delivered,1
6171180,9164467,145,Delhivery,26-01-2025,1,Delivered,0
6171181,9025799,107,Amazon Logistics,10-01-2025,2,Failed,2
6171182,9138624,138,DTDC,20-01-2025,1,Returned,0
6171183,9075977,,Delhivery,16-11-2023,1,Delivered,1
6171184,9202045,121,BlueDart,16-03-2022,1,Delivered,0
6171185,9247754,110,BlueDart,14-01-2022,2,Returned,0
6171186,9152889,122,FedEx India,09-02-2025,1,In Transit,0
6171187,9072068,128,BlueDart,31-10-2023,1,Delivered,0
6171188,9223898,144,XpressBees,02-01-2025,1,Delivered,1
6171189,9165826,,Amazon Logistics,12-01-2025,1,Delivered,0
6171190,9242177,126,Shadowfax,07-05-2024,1,Failed,1
6171191,9088437,130,EKART,30-11-2024,1,Returned,2
6171192,9245943,124,Delhivery,20-10-2022,2,Delivered,1
6171193,9163745,140,Delhivery,10-12-2024,2,Returned,0
6171194,9104674,120,BlueDart,19-11-2022,1,Delivered,0
6171195,9214859,111,Delhivery,17-08-2023,3,Out for Delivery,12
6171196,9198442,145,delhivery,29-09-2023,1,Delivered,0
6171197,9038673,105,Delhivery,26-11-2023,1,Returned,2
6171198,9227962,147,Delhivery,14-02-2025,2,Delivered,0
6171199,9141978,103,Delhivery,17-12-2022,1,Delivered,1
6171200,9056790,148,Blue Dart,15-08-2022,2,Delivered,1
6171201,9115997,127,BlueDart,14-08-2023,2,Failed,1
6171202,9008423,106,XpressBees,07-02-2022,1,Delivered,1
6171203,9169485,128,Delhivery,07-04-2024,1,Delivered,2
6171204,9062629,126,XpressBees,11-10-2024,1,Delivered,1
6171205,9155801,119,Delhivery,07-07-2024,1,Failed,0
6171206,9221633,119,Amazon Logistics,10-11-2022,3,Failed,2
6171207,9191877,140,Blue Dart,29-04-2024,2,Delivered,3
6171208,9158879,138,BlueDart,31-10-2022,1,delivered,0
6171209,9186624,144,delhivery,04-10-2023,1,Failed,1
6171210,9148658,134,FedEx India,12-04-2022,1,Delivered,3
6171211,9159106,,India Post,03-05-2024,1,Delivered,1
6171212,9105247,132,Ekart,04-01-2025,1,Returned,1
6171213,9015599,127,Amazon Logistics,16-01-2022,3,Delivered,2
6171214,9165779,148,BlueDart,07-08-2022,1,Delivered,0
6171215,9109764,150,DTDC,15-06-2023,1,Delivered,0
6171216,9154084,,Delhivery,22-09-2022,15,Delivered,7
6171217,9184551,145,DTDC,26-02-2022,1,Delivered,0
6171218,9089677,143,BlueDart,24-05-2023,1,Failed,2
6171219,9015279,140,India Post,17-07-2023,1,Delivered,0
6171220,9101484,108,Delhivery,18-12-2024,1,Delivered,0
6171221,9058719,101,Ekart,25-12-2023,1,Delivered,2
6171222,9157113,,Ekart,28-09-2023,1,Delivered,1
6171223,9239487,150,Delhivery,10-01-2022,1,Delivered,2
6171224,9011169,131,XpressBees,23-07-2023,1,Delivered,3
6171225,9145922,110,Delhivery,09-06-2023,1,Delivered,1
6171226,9118141,146,BlueDart,05-01-2025,2,Delivered,0
6171227,9135347,149,BlueDart,27-10-2023,15,Delivered,0
6171228,9103682,136,Xpressbees,18-01-2023,1,Failed,2
6171229,9076948,109,India Post,07-12-2024,1,Delivered,0
6171230,9206861,118,Shadowfax,17-01-2024,2,Failed,2
6171231,9242180,125,BlueDart,01-11-2024,1,Delivered,0
6171232,9040199,148,XpressBees,23-06-2024,1,Returned,1
6171233,9213870,124,Ekart,27-09-2022,1,Delivered,3
6171234,9116955,114,Delhivery,16-05-2024,1,Delivered,1
6171235,9177682,141,delhivery,26-02-2022,1,delivered,1
6171236,9144842,140,XpressBees,14-10-2023,1,Delivered,2
6171237,9043288,109,XpressBees,25-03-2023,1,Delivered,3
6171238,9140805,104,EKART,09-02-2023,1,Delivered,0
6171239,9137140,107,delhivery,18-10-2023,2,Delivered,1
6171240,9074692,122,XpressBees,22-01-2024,2,Delivered,2
6171241,9208978,143,Delhivery,19-10-2024,1,Delivered,0
6171242,9203501,123,FedEx India,06-02-2022,1,Delivered,0
6171243,9082908,149,FedEx India,10-03-2023,1,Delivered,1
6171244,9021050,101,EKART,22-12-2022,2,Failed,0
6171245,9009416,142,Shadowfax,23-12-2023,1,Delivered,2
6171246,9172347,112,India Post,02-02-2022,3,Delivered,10
6171247,9210082,149,Ekart,09-11-2023,1,Failed,0
6171248,9139816,145,XpressBees,05-10-2023,20,Delivered,0
6171249,9234897,135,FedEx India,05-05-2022,3,Failed,1
6171250,9138077,138,BlueDart,23-11-2024,1,Failed,2
6171251,9231095,124,BlueDart,19-07-2023,2,Delivered,0
6171252,9195961,118,BlueDart,27-03-2025,2,Delivered,-3
6171253,9147674,114,XpressBees,04-11-2022,1,Delivered,0
6171254,9073977,115,FedEx India,20-11-2023,1,Returned,0
6171255,9229945,121,FedEx India,28-03-2022,20,Returned,3
6171256,9184799,119,Shadowfax,27-01-2024,3,Delivered,0
6171257,9232273,126,Blue Dart,04-03-2025,1,Delivered,2
6171258,9000824,114,Ekart,03-01-2024,1,Failed,2
6171259,9212830,118,BlueDart,12-02-2024,1,Delivered,1
6171260,9074430,105,Shadowfax,25-11-2023,1,Failed,0
6171261,9217364,115,EKART,13-11-2023,1,Delivered,10
6171262,9220566,143,Shadowfax,06-11-2022,1,Delivered,0
6171263,9044079,122,Delhivery,10-10-2023,1,Delivered,3
6171264,9059655,110,BlueDart,23-07-2024,1,Delivered,2
6171265,9034176,123,FedEx India,24-03-2022,2,Out for Delivery,0
6171266,9158996,120,FedEx India,04-08-2022,1,Delivered,0
6171267,9157925,107,Ekart,25-10-2022,3,Delivered,1
6171268,9173194,126,Shadowfax,01-07-2022,1,Delivered,1
6171269,9151979,129,India Post,30-11-2024,2,Out for Delivery,0
6171270,9018476,147,FedEx India,28-05-2023,1,Returned,-3
6171271,9094563,127,Ekart,01-03-2025,1,Delivered,0
6171272,9195291,138,Amazon Logistics,19-11-2022,15,Delivered,0
6171273,9132663,106,Ekart,11-06-2024,1,Failed,3
6171274,9219701,130,Delhivery,08-03-2024,1,Delivered,1
6171275,9195270,142,Delhivery,26-10-2023,2,Delivered,0
6171276,9246668,131,India Post,27-09-2024,1,Failed,2
6171277,9001706,108,Shadowfax,01-01-2025,1,Returned,1
6171278,9114217,,FedEx India,06-03-2025,1,Delivered,0
6171279,9187631,141,Shadowfax,04-12-2022,2,Delivered,1
6171280,9081926,135,Amazon Logistics,24-05-2023,1,Delivered,1
6171281,9237765,,BlueDart,07-06-2024,1,Returned,0
6171282,9117628,130,BlueDart,09-07-2024,1,Delivered,0
6171283,9071633,112,Ekart,11-01-2024,20,Returned,1
6171284,9135514,127,XpressBees,27-11-2023,1,Failed,3
6171285,9140721,147,Delhivery,24-07-2023,1,Delivered,1
6171286,9128461,142,Delhivery,01-03-2022,1,Delivered,7
6171287,9098368,118,XpressBees,18-04-2022,1,Failed,3
6171288,9087455,109,Amazon Logistics,04-01-2024,1,In Transit,0
6171289,9005402,112,Ekart,21-09-2022,1,Delivered,0
6171290,9047122,108,Ekart,24-10-2023,1,Delivered,0
6171291,9104897,140,Amazon Logistics,21-08-2023,1,In Transit,1
6171292,9127502,139,Shadowfax,15-12-2023,2,Delivered,11
6171293,9151146,106,India Post,08-01-2025,2,Failed,1
6171294,9182852,135,XpressBees,01-04-2022,3,Delivered,1
6171295,9188163,146,Ekart,12-06-2024,1,Delivered,0
6171296,9095017,126,DTDC,01-08-2024,1,Out for Delivery,0
6171297,9176755,104,BlueDart,18-01-2024,1,Delivered,1
6171298,9156329,112,Shadowfax,25-09-2024,1,Out for Delivery,2
6171299,9087296,101,Amazon Logistics,28-10-2023,2,Delivered,1
6171300,9135609,,Shadowfax,23-03-2023,1,In Transit,3
6171301,9216885,136,XpressBees,10-07-2023,3,Failed,0
6171302,9024180,105,DTDC,29-07-2024,1,Delivered,2
6171303,9131792,133,BlueDart,21-09-2023,1,Delivered,3
6171304,9149221,118,BlueDart,22-03-2025,1,Failed,1
6171305,9097868,126,XpressBees,03-03-2022,2,Delivered,0
6171306,9089893,,Ekart,21-06-2022,2,Failed,1
6171307,9187718,122,Xpressbees,01-02-2023,1,Failed,4
6171308,9045827,109,Shadowfax,20-01-2022,1,Delivered,1
