refund_id,return_id,refund_amount,refund_status,refund_method,refund_processed_date,refund_reason_code
8527888,8033430,5870.32,Processed,Wallet,11-06-2024,
8527889,8022043,1489.63,Processed,Wallet,16-04-2022,DUPLICATE_ORDER
8527890,8036598,846.1,Processed,Coupon,06-02-2024,DEFECTIVE
8527891,8014359,40685.32,Processed,Original Payment,11-04-2025,QUALITY_ISSUE
8527892,8036924,42461.48,Processed,Original Payment,07-11-2022,DEFECTIVE
8527893,8033696,15267.69,Processed,UPI,01-03-2024,CHANGED_MIND
8527894,8033494,1366.46,Pending,Coupon,14-03-2023,
8527895,8017370,409.48,Processed,Coupon,12-01-2024,WRONG_ITEM
8527896,8000150,455.48,Processed,Coupon,06-05-2022,DUPLICATE_ORDER
8527897,8033952,1195.15,Processed,Wallet,31-12-2022,DEFECTIVE
8527898,8036147,90577.8,Processed,Wallet,19-11-2023,QUALITY_ISSUE
8527899,8030934,894.54,Processed,UPI,26-11-2023,SIZE_ISSUE
8527900,8003261,395.03,Processed,Coupon,28-10-2022,CHANGED_MIND
8527901,8032317,1372.53,PENDING,Coupon,07-11-2023,CHANGED_MIND
8527902,8038917,1188.63,Pending,Original Payment,11-08-2023,DUPLICATE_ORDER
8527903,8039279,1758.07,Pending,Original Payment,03-03-2023,NOT_AS_DESCRIBED
8527904,8043077,1140.93,Processed,Original Payment,25-04-2024,MISSING_PARTS
8527905,8044477,6036.18,Processed,Wallet,05-02-2025,WRONG_ITEM
8527906,8033815,23277.49,Processed,Coupon,04-05-2022,NOT_AS_DESCRIBED
8527907,8003253,592.87,Rejected,Bank Transfer,05-01-2025,NOT_AS_DESCRIBED
8527908,8019441,708.4,Processed,Original Payment,13-03-2025,NOT_AS_DESCRIBED
8527909,8030299,6608.94,Processed,Wallet,04-08-2024,QUALITY_ISSUE
8527910,8033672,937.79,Processed,Wallet,21-08-2024,DAMAGED_PRODUCT
8527911,8025001,1458.89,Rejected,UPI,11-11-2022,WRONG_ITEM
8527912,8003833,16337.06,Processed,Original Payment,16-06-2023,NOT_AS_DESCRIBED
8527913,8005727,1142.15,Processed,Wallet,20-02-2023,DEFECTIVE
8527914,8012178,1616.79,Processed,Wallet,21-05-2022,
8527915,8004705,1296.72,Processed,Wallet,10-12-2024,DEFECTIVE
8527916,8042217,2237.02,Pending,Bank Transfer,12-11-2023,DEFECTIVE
8527917,8004942,1554.8,Processed,Wallet,21-05-2022,SIZE_ISSUE
8527918,8029423,1101.47,Pending,Coupon,23-08-2024,
8527919,8015663,20834.47,Rejected,Wallet,15-04-2022,SIZE_ISSUE
8527920,8025442,1440.84,Processed,Coupon,22-04-2022,CHANGED_MIND
8527921,8038604,1002.85,Pending,Original Payment,04-05-2024,QUALITY_ISSUE
8527922,8016531,1063.16,Pending,Coupon,17-02-2022,DAMAGED_PRODUCT
8527923,8021891,743.42,Processed,Wallet,10-12-2022,DEFECTIVE
8527924,8007997,2098.7,Rejected,Wallet,29-11-2023,DEFECTIVE
8527925,8025519,785.08,Rejected,UPI,04-09-2024,QUALITY_ISSUE
8527926,8042028,27401.17,processed,Coupon,25-06-2022,MISSING_PARTS
8527927,8029402,1294.49,Processed,Wallet,30-07-2023,QUALITY_ISSUE
8527928,8025998,409.07,Processed,UPI,18-02-2025,DAMAGED_PRODUCT
8527929,8011809,1341.59,Processed,Original Payment,11-06-2024,MISSING_PARTS
8527930,8038666,224.47,Rejected,Original Payment,09-04-2025,QUALITY_ISSUE
8527931,8005320,31495.58,Processed,Coupon,30-01-2025,NOT_AS_DESCRIBED
8527932,8037675,6021.59,processed,Coupon,16-08-2023,
8527933,8040495,5436.09,processed,Original Payment,03-11-2023,
8527934,8015411,730.7,Processed,Original Payment,12-03-2022,QUALITY_ISSUE
8527935,8040134,1627.29,Processed,Wallet,02-01-2023,NOT_AS_DESCRIBED
8527936,8011481,618.23,Processed,Coupon,19-03-2025,DEFECTIVE
8527937,8019322,9842.28,Processed,Original Payment,19-11-2024,MISSING_PARTS
8527938,8011755,20081.22,Processed,Coupon,05-02-2025,NOT_AS_DESCRIBED
8527939,8035512,1147.41,Rejected,Original Payment,30-08-2023,QUALITY_ISSUE
8527940,8010693,881.67,Pending,Coupon,14-09-2023,DUPLICATE_ORDER
8527941,8005243,557296.14,Processed,UPI,03-09-2023,QUALITY_ISSUE
8527942,8020031,1023.87,Processed,Original Payment,28-11-2023,CHANGED_MIND
8527943,8011249,5593.33,Processed,UPI,08-04-2022,DEFECTIVE
8527944,8015400,1822.17,Pending,Original Payment,02-02-2022,DUPLICATE_ORDER
8527945,8025761,262.88,Pending,Wallet,21-10-2022,
8527946,8038428,30500.07,Pending,Crypto,16-10-2023,DUPLICATE_ORDER
8527947,8008600,21105.09,Processed,Wallet,16-11-2023,CHANGED_MIND
8527948,8017163,392.28,Pending,Bank Transfer,27-01-2025,MISSING_PARTS
8527949,8039585,837.99,Processed,Coupon,09-11-2022,SIZE_ISSUE
8527950,8001482,1283.73,Processed,Original Payment,02-04-2024,
8527951,8039694,444.83,Pending,Original Payment,27-03-2022,DEFECTIVE
8527952,8008318,7147.19,Processed,Original Payment,29-03-2024,CHANGED_MIND
8527953,8009054,913.48,Processed,UPI,12-09-2022,WRONG_ITEM
8527954,8033939,1386.79,Processed,Original Payment,01-03-2024,CHANGED_MIND
8527955,8024828,826.51,Pending,Original Payment,27-09-2022,DAMAGED_PRODUCT
8527956,8011027,1208.49,Processed,Wallet,19-08-2023,MISSING_PARTS
8527957,8010141,829.64,Processed,UPI,01-11-2022,DAMAGED_PRODUCT
8527958,8003356,63138.2,Processed,Bank Transfer,23-01-2025,WRONG_ITEM
8527959,8026173,1705.22,Processed,Wallet,08-04-2023,
8527960,8026906,191241.58,Pending,UPI,20-03-2024,NOT_AS_DESCRIBED
8527961,8002904,395.79,Processed,Coupon,13-02-2023,DAMAGED_PRODUCT
8527962,8021469,102556.36,Processed,Original Payment,28-01-2024,QUALITY_ISSUE
8527963,8026236,325.71,Rejected,Bank Transfer,16-06-2022,DUPLICATE_ORDER
8527964,8002585,709.27,Processed,Original Payment,31-01-2023,MISSING_PARTS
8527965,8036735,889.25,processed,Wallet,29-03-2022,DEFECTIVE
8527966,8031877,7631.44,Processed,Original Payment,23-12-2022,NOT_AS_DESCRIBED
8527967,8022399,37933.3,Pending,UPI,21-02-2024,DAMAGED_PRODUCT
8527968,8014412,5764.04,Processed,Wallet,15-04-2025,SIZE_ISSUE
8527969,8004615,1621.57,PENDING,UPI,16-05-2024,DAMAGED_PRODUCT
8527970,8004887,241.14,Processed,Wallet,27-04-2025,DEFECTIVE
8527971,8019293,1563.56,Processed,Crypto,14-03-2024,QUALITY_ISSUE
8527972,8009252,1558.3,PENDING,Wallet,30-09-2024,CHANGED_MIND
8527973,8044821,5646.01,Processed,UPI,12-04-2023,SIZE_ISSUE
8527974,8025774,2268.12,Pending,Coupon,22-11-2022,QUALITY_ISSUE
8527975,8043517,466.91,Processed,Original Payment,13-05-2023,MISSING_PARTS
8527976,8013890,1812.76,Processed,Wallet,01-02-2022,DUPLICATE_ORDER
8527977,8040777,265.37,Processed,Original Payment,11-01-2024,QUALITY_ISSUE
8527978,8012819,5639.98,Pending,Original Payment,02-05-2024,DUPLICATE_ORDER
8527979,8024804,256.86,Processed,Wallet,27-05-2022,WRONG_ITEM
8527980,8001853,632.5,Processed,Coupon,30-03-2022,SIZE_ISSUE
8527981,8022256,207.75,Processed,UPI,01-03-2024,CHANGED_MIND
8527982,8028599,147.79,Processed,Coupon,22-02-2025,DUPLICATE_ORDER
8527983,8012257,500.95,Pending,Coupon,21-01-2022,
8527984,8003036,248.39,Processed,Original Payment,06-06-2024,NOT_AS_DESCRIBED
8527985,8033129,904.51,Pending,Original Payment,30-04-2024,SIZE_ISSUE
8527986,8027492,284.43,Processed,Bank Transfer,09-11-2022,MISSING_PARTS
8527987,8037449,919.08,Processed,Original Payment,22-04-2025,MISSING_PARTS
8527988,8015109,5632.43,Pending,UPI,26-06-2024,DEFECTIVE
8527989,8027857,121797.65,Processed,Coupon,21-03-2023,QUALITY_ISSUE
8527990,8044011,19283.03,Pending,Coupon,07-07-2023,CHANGED_MIND
8527991,8022302,191182.27,Processed,Original Payment,15-11-2023,DUPLICATE_ORDER
8527992,8037192,7924.09,Processed,Wallet,16-04-2024,
8527993,8014500,364.16,Processed,Original Payment,13-11-2024,WRONG_ITEM
8527994,8009878,1080.41,Processed,Original Payment,02-08-2022,
8527995,8031937,444.93,Processed,Wallet,29-07-2023,DUPLICATE_ORDER
8527996,8000245,4246.76,PENDING,Original Payment,24-01-2023,WRONG_ITEM
8527997,8039699,5916.83,Rejected,Original Payment,01-07-2024,DEFECTIVE
8527998,8037379,3372.09,Processed,UPI,03-02-2025,QUALITY_ISSUE
8527999,8038234,45044.93,Processed,Original Payment,06-04-2023,DUPLICATE_ORDER
8528000,8022134,1548.23,Processed,Coupon,09-04-2024,DEFECTIVE
8528001,8025848,6281.92,Processed,Wallet,30-03-2025,DAMAGED_PRODUCT
8528002,8021781,5042.77,Pending,Coupon,23-04-2024,MISSING_PARTS
8528003,8011102,512.78,Processed,Original Payment,25-12-2024,DUPLICATE_ORDER
8528004,8015811,2358.82,Processed,Coupon,01-08-2022,DUPLICATE_ORDER
8528005,8006368,1587.74,Processed,Coupon,11-05-2022,QUALITY_ISSUE
8528006,8028142,77708.2,Processed,Original Payment,13-01-2023,QUALITY_ISSUE
8528007,8034654,1608.15,Processed,Original Payment,17-04-2023,MISSING_PARTS
8528008,8006485,2149.34,Pending,Wallet,11-01-2023,DAMAGED_PRODUCT
8528009,8004475,40491.29,Processed,UPI,12-03-2025,CHANGED_MIND
8528010,8032287,532.4,Processed,UPI,30-01-2025,DEFECTIVE
8528011,8024003,1356.87,Processed,Bank Transfer,28-07-2022,WRONG_ITEM
8528012,8020751,4693.19,Processed,Wallet,20-10-2023,DUPLICATE_ORDER
8528013,8011258,5467.5,Processed,Crypto,22-03-2022,DEFECTIVE
8528014,8028748,1126.66,Rejected,Original Payment,06-03-2022,WRONG_ITEM
8528015,8019902,1165.33,Processed,Original Payment,15-11-2022,QUALITY_ISSUE
8528016,8002200,3843.23,Rejected,Original Payment,01-12-2024,
8528017,8039852,2194.98,Processed,Original Payment,25-11-2024,
8528018,8038623,29946.72,Processed,Coupon,16-01-2025,MISSING_PARTS
8528019,8001167,185.87,Processed,Wallet,05-09-2024,DUPLICATE_ORDER
8528020,8015818,7173.19,Processed,Original Payment,17-05-2024,QUALITY_ISSUE
8528021,8024310,8020.97,Processed,Original Payment,06-02-2025,MISSING_PARTS
8528022,8043324,1184.22,Processed,Wallet,09-06-2023,DEFECTIVE
8528023,8041440,9707.4,Processed,Coupon,11-11-2024,DAMAGED_PRODUCT
8528024,8016218,1614.86,Processed,Original Payment,17-09-2024,DAMAGED_PRODUCT
8528025,8036992,462.21,Pending,Coupon,22-04-2024,NOT_AS_DESCRIBED
8528026,8044254,1345.72,Processed,Coupon,27-03-2022,CHANGED_MIND
8528027,8017100,1222,Processed,Wallet,13-05-2024,DEFECTIVE
8528028,8017432,2580.15,Rejected,Original Payment,08-09-2023,QUALITY_ISSUE
8528029,8027142,4535.38,Processed,Wallet,22-04-2024,WRONG_ITEM
8528030,8006838,14384.44,Processed,Original Payment,29-06-2022,DEFECTIVE
8528031,8028659,855.39,Rejected,Original Payment,28-08-2023,CHANGED_MIND
8528032,8025549,4485.91,Processed,UPI,09-12-2022,CHANGED_MIND
8528033,8036351,1088.96,Pending,Bank Transfer,21-01-2023,
8528034,8012380,22718.63,Processed,Original Payment,10-06-2023,DUPLICATE_ORDER
8528035,8021157,12123.87,Processed,Coupon,30-08-2024,DEFECTIVE
8528036,8040030,859.73,Pending,Wallet,16-06-2022,CHANGED_MIND
8528037,8037611,31257.09,Processed,Original Payment,23-01-2023,
8528038,8007005,211006.76,Processed,Wallet,14-10-2022,QUALITY_ISSUE
8528039,8008616,22187.93,Processed,Bank Transfer,10-05-2022,WRONG_ITEM
8528040,8034544,10565.63,Processed,Wallet,17-08-2024,NOT_AS_DESCRIBED
8528041,8037043,420.2,Pending,Wallet,14-10-2024,DEFECTIVE
8528042,8035682,2131.32,Processed,Original Payment,03-02-2022,WRONG_ITEM
8528043,8038087,1374.36,Processed,Wallet,05-12-2023,
8528044,8039017,24445.09,Processed,Coupon,23-07-2023,NOT_AS_DESCRIBED
8528045,8034226,23123.26,Processed,Original Payment,19-04-2023,DAMAGED_PRODUCT
8528046,8037459,38423.25,Processed,Wallet,03-01-2023,CHANGED_MIND
8528047,8026711,1408.03,Processed,Coupon,07-10-2024,DEFECTIVE
8528048,8006268,4108.48,Processed,Coupon,09-11-2023,NOT_AS_DESCRIBED
8528049,8029889,1988.91,Processed,Coupon,17-06-2022,
8528050,8020675,703.21,Rejected,Bank Transfer,01-08-2022,
8528051,8019962,1282.91,Pending,UPI,04-11-2022,NOT_AS_DESCRIBED
8528052,8021784,1402.5,Processed,Original Payment,06-11-2023,QUALITY_ISSUE
8528053,8005539,11577.99,Processed,Wallet,08-07-2023,NOT_AS_DESCRIBED
8528054,8008471,1264.34,Processed,Coupon,25-05-2024,CHANGED_MIND
8528055,8002729,11100.25,Processed,Original Payment,13-11-2022,WRONG_ITEM
8528056,8024303,9653.9,Processed,Original Payment,18-11-2024,NOT_AS_DESCRIBED
8528057,8007426,4734.78,Rejected,UPI,22-10-2022,DEFECTIVE
8528058,8000298,1301.15,Rejected,Wallet,14-06-2026,DEFECTIVE
8528059,8025602,8916.34,Pending,UPI,03-09-2024,DUPLICATE_ORDER
8528060,8007568,2552.94,Rejected,Wallet,17-10-2023,DAMAGED_PRODUCT
8528061,8044171,1030.66,Processed,Original Payment,29-03-2022,DEFECTIVE
8528062,8010187,6032.42,Processed,Original Payment,19-04-2025,MISSING_PARTS
8528063,8015281,1200.71,Rejected,Original Payment,18-04-2026,CHANGED_MIND
8528064,8031421,108491.55,PENDING,Original Payment,06-02-2024,
8528065,8021535,1211.52,Pending,Original Payment,21-02-2024,MISSING_PARTS
8528066,8034908,8271.61,Processed,Coupon,02-09-2024,CHANGED_MIND
8528067,8029984,5753.95,Pending,Wallet,12-07-2023,MISSING_PARTS
8528068,8002680,562.72,Processed,Wallet,07-04-2023,DUPLICATE_ORDER
8528069,8001227,1464.01,Processed,Bank Transfer,08-02-2025,MISSING_PARTS
8528070,8029438,390.88,Processed,UPI,04-11-2022,MISSING_PARTS
8528071,8032424,1404.89,Processed,Wallet,07-04-2022,DAMAGED_PRODUCT
8528072,8016749,9444.69,Processed,Wallet,03-09-2024,DAMAGED_PRODUCT
8528073,8025929,3756.45,Processed,Original Payment,04-03-2024,DAMAGED_PRODUCT
8528074,8032834,4902.32,Processed,Wallet,29-08-2023,DAMAGED_PRODUCT
8528075,8036020,1319.29,Processed,Coupon,16-06-2023,DUPLICATE_ORDER
8528076,8037820,1102.06,Processed,UPI,05-09-2024,CHANGED_MIND
8528077,8020089,2124.77,Processed,UPI,07-11-2024,SIZE_ISSUE
8528078,8032923,4765.62,Rejected,Coupon,14-10-2024,
8528079,8015595,6506.81,Processed,Bank Transfer,17-06-2022,DEFECTIVE
8528080,8027091,420.05,Processed,UPI,04-02-2023,MISSING_PARTS
8528081,8044468,10754.55,Pending,Wallet,18-03-2022,DUPLICATE_ORDER
8528082,8000520,523.12,Processed,Original Payment,19-11-2022,MISSING_PARTS
8528083,8036115,4692.02,Processed,Coupon,26-03-2025,NOT_AS_DESCRIBED
8528084,8009656,1766.51,PENDING,Coupon,14-11-2022,MISSING_PARTS
8528085,8035015,4548.97,Rejected,Original Payment,23-06-2022,WRONG_ITEM
8528086,8027506,8632.12,Pending,Wallet,10-11-2024,DAMAGED_PRODUCT
8528087,8019143,42691.25,Pending,UPI,26-01-2024,SIZE_ISSUE
8528088,8007761,212.38,Pending,Original Payment,06-03-2025,CHANGED_MIND
8528089,8040845,10919.78,Processed,Wallet,19-02-2023,DAMAGED_PRODUCT
8528090,8024753,4382.02,processed,UPI,06-09-2023,DUPLICATE_ORDER
8528091,8024726,485.5,Processed,UPI,30-05-2022,NOT_AS_DESCRIBED
8528092,8000898,1494.15,Processed,Wallet,06-01-2024,WRONG_ITEM
8528093,8020257,1635.03,Rejected,Original Payment,09-01-2024,WRONG_ITEM
8528094,8022441,465.92,Processed,Original Payment,10-08-2023,SIZE_ISSUE
8528095,8037985,1452.46,Processed,Crypto,11-07-2024,WRONG_ITEM
8528096,8012865,13419.83,Pending,Coupon,26-10-2024,CHANGED_MIND
8528097,8023339,50567.52,Processed,UPI,23-11-2023,QUALITY_ISSUE
8528098,8013302,1469.2,Processed,Original Payment,04-09-2022,NOT_AS_DESCRIBED
8528099,8030521,164005.33,Processed,Original Payment,23-01-2022,
8528100,8015163,1375.11,Rejected,Coupon,17-06-2022,
8528101,8014626,8475.71,Processed,Wallet,07-11-2022,WRONG_ITEM
8528102,8011005,7947.9,Pending,Wallet,29-03-2023,DAMAGED_PRODUCT
8528103,8021825,3636.05,Processed,Original Payment,10-11-2024,DEFECTIVE
8528104,8036112,1937,Processed,UPI,28-06-2024,CHANGED_MIND
8528105,8023710,39841.82,Processed,Original Payment,16-06-2023,
8528106,8019908,4827.06,Processed,Wallet,15-01-2023,
8528107,8018801,24939.33,Processed,Original Payment,09-08-2023,NOT_AS_DESCRIBED
8528108,8033579,1687.1,Processed,Wallet,02-07-2022,DUPLICATE_ORDER
8528109,8010014,1208.31,Processed,Original Payment,08-03-2022,SIZE_ISSUE
8528110,8012869,409.59,Pending,Original Payment,17-01-2022,NOT_AS_DESCRIBED
8528111,8020033,663.95,Processed,Coupon,29-12-2024,QUALITY_ISSUE
8528112,8012882,2066.5,Pending,Original Payment,29-08-2023,QUALITY_ISSUE
8528113,8024372,853.83,Processed,Bank Transfer,19-10-2023,QUALITY_ISSUE
8528114,8038055,584.25,Processed,Original Payment,27-01-2024,DAMAGED_PRODUCT
8528115,8028805,14022.9,Processed,Wallet,27-05-2022,WRONG_ITEM
8528116,8004245,283.34,Processed,Original Payment,23-02-2023,SIZE_ISSUE
8528117,8029777,889.31,Pending,Wallet,28-06-2023,
8528118,8042260,1600.91,Processed,Original Payment,19-08-2022,WRONG_ITEM
8528119,8021744,37954.05,Rejected,Original Payment,05-08-2024,SIZE_ISSUE
8528120,8006939,668.95,Processed,Original Payment,14-04-2025,
8528121,8033066,3020.26,Processed,UPI,10-12-2024,DUPLICATE_ORDER
8528122,8044129,19360.6,Processed,UPI,25-08-2024,MISSING_PARTS
8528123,8037285,15109.78,Processed,Original Payment,02-05-2023,DUPLICATE_ORDER
8528124,8030191,2915.18,Processed,Bank Transfer,26-05-2024,MISSING_PARTS
8528125,8011317,977.88,Processed,Coupon,21-10-2022,SIZE_ISSUE
8528126,8017071,1205.53,Processed,Original Payment,03-04-2022,WRONG_ITEM
8528127,8010270,545.12,Processed,Original Payment,09-07-2024,MISSING_PARTS
8528128,8016448,1302.29,Processed,Wallet,10-11-2023,DAMAGED_PRODUCT
8528129,8031861,5475.88,Processed,Wallet,15-05-2024,WRONG_ITEM
8528130,8029587,1755.1,Processed,Wallet,06-11-2022,WRONG_ITEM
8528131,8032439,1108.67,Processed,Wallet,28-01-2022,DUPLICATE_ORDER
8528132,8013574,1662.45,Processed,Wallet,24-06-2023,NOT_AS_DESCRIBED
8528133,8004656,2161.49,Processed,Wallet,11-02-2022,DAMAGED_PRODUCT
8528134,8014520,401.47,Pending,Original Payment,17-01-2024,DAMAGED_PRODUCT
8528135,8008566,199.46,Processed,Original Payment,23-10-2024,WRONG_ITEM
8528136,8016703,9128.58,Pending,Original Payment,20-11-2023,DUPLICATE_ORDER
8528137,8008810,300.94,Rejected,Original Payment,20-01-2024,MISSING_PARTS
8528138,8018829,6646.48,Pending,Original Payment,23-11-2024,WRONG_ITEM
8528139,8024146,262.11,Processed,Original Payment,03-06-2024,NOT_AS_DESCRIBED
8528140,8000210,142115.86,Pending,Wallet,25-08-2022,DEFECTIVE
8528141,8017880,15288.74,PENDING,Original Payment,05-04-2022,QUALITY_ISSUE
8528142,8004818,771.33,Processed,Wallet,10-09-2022,WRONG_ITEM
8528143,8034486,104.42,Processed,Cash,05-06-2024,DUPLICATE_ORDER
8528144,8027272,1422.22,Rejected,Wallet,14-07-2024,DAMAGED_PRODUCT
8528145,8000919,477.28,Processed,Wallet,13-07-2024,
8528146,8018622,1372.01,PENDING,UPI,04-09-2023,QUALITY_ISSUE
8528147,8015470,88493.31,Processed,Original Payment,23-05-2023,WRONG_ITEM
8528148,8025279,4815.84,Pending,Coupon,20-11-2023,QUALITY_ISSUE
8528149,8044993,584.74,Rejected,Coupon,17-02-2024,SIZE_ISSUE
8528150,8027177,1350.37,Processed,Coupon,24-12-2023,SIZE_ISSUE
8528151,8025122,4420.88,Pending,Original Payment,20-12-2022,NOT_AS_DESCRIBED
8528152,8004385,1387.19,Rejected,Wallet,03-11-2022,CHANGED_MIND
8528153,8006324,1087.25,Rejected,Original Payment,05-10-2023,QUALITY_ISSUE
8528154,8020850,2439.19,Processed,Coupon,19-02-2023,DEFECTIVE
8528155,8018632,465.88,Processed,Original Payment,05-11-2024,WRONG_ITEM
8528156,8025438,580.9,Pending,Original Payment,16-05-2022,DUPLICATE_ORDER
8528157,8021341,31069.68,Processed,Wallet,26-07-2022,WRONG_ITEM
8528158,8002262,652.82,Processed,Wallet,11-08-2022,QUALITY_ISSUE
8528159,8018032,2204391.82,Processed,Wallet,17-01-2023,DUPLICATE_ORDER
8528160,8004173,1664.09,Pending,Original Payment,28-06-2022,DAMAGED_PRODUCT
8528161,8037122,50099.42,Processed,UPI,30-12-2022,DEFECTIVE
8528162,8043736,55519.35,Processed,Original Payment,03-05-2022,
8528163,8034617,85945.3,Processed,Wallet,07-04-2022,NOT_AS_DESCRIBED
8528164,8022547,97961.84,Processed,Original Payment,05-04-2023,NOT_AS_DESCRIBED
8528165,8007951,4177.8,Pending,Wallet,02-11-2023,DUPLICATE_ORDER
8528166,8033537,1653.77,Processed,Bank Transfer,15-01-2023,WRONG_ITEM
8528167,8021586,6472.69,Processed,Wallet,01-02-2024,QUALITY_ISSUE
8528168,8001399,9294.12,Pending,Original Payment,09-10-2024,MISSING_PARTS
8528169,8042638,1741.71,Processed,Original Payment,25-01-2024,WRONG_ITEM
8528170,8023936,1652.52,Processed,Original Payment,28-07-2023,NOT_AS_DESCRIBED
8528171,8007681,17798.98,Processed,Original Payment,06-10-2022,SIZE_ISSUE
8528172,8044452,728.41,Processed,Cash,27-05-2023,MISSING_PARTS
8528173,8032759,871.2,Processed,Wallet,30-08-2024,NOT_AS_DESCRIBED
8528174,8017030,8816.65,Pending,Wallet,18-06-2023,QUALITY_ISSUE
8528175,8019567,874.23,Processed,UPI,26-10-2023,SIZE_ISSUE
8528176,8034766,540.46,Processed,Original Payment,14-06-2022,
8528177,8014911,1247.81,Processed,Original Payment,06-05-2023,
8528178,8000980,4194.9,Rejected,UPI,02-11-2022,DEFECTIVE
8528179,8029255,1424.6,Pending,UPI,06-03-2023,
8528180,8007236,1874.27,Processed,Coupon,17-09-2024,SIZE_ISSUE
8528181,8029940,580.23,Processed,Original Payment,07-01-2025,
8528182,8001917,16256.07,Processed,Coupon,12-01-2024,NOT_AS_DESCRIBED
8528183,8011796,2668.55,Processed,Coupon,26-06-2023,DUPLICATE_ORDER
8528184,8026133,1297175.05,Processed,UPI,26-11-2023,DEFECTIVE
8528185,8033011,2466.06,Pending,UPI,22-02-2025,WRONG_ITEM
8528186,8020370,68165.43,Processed,Original Payment,23-04-2024,
8528187,8030201,1774.98,Processed,Wallet,02-06-2024,DAMAGED_PRODUCT
8528188,8006540,754.5,Rejected,Crypto,14-01-2023,SIZE_ISSUE
8528189,8041588,970.66,Rejected,Original Payment,26-02-2022,DUPLICATE_ORDER
8528190,8006250,1158.56,Processed,Coupon,25-05-2023,
8528191,8034243,1948.64,Processed,Coupon,31-08-2022,
8528192,8018397,1273.99,Rejected,Wallet,16-04-2023,
8528193,8044088,3288.08,Processed,Bank Transfer,17-12-2023,
8528194,8004539,490.02,Processed,Original Payment,18-09-2023,NOT_AS_DESCRIBED
8528195,8018434,758.87,Pending,Coupon,12-03-2025,CHANGED_MIND
8528196,8015920,5400.63,PENDING,Wallet,22-12-2024,DAMAGED_PRODUCT
8528197,8021652,26465.98,Processed,Original Payment,04-04-2024,
8528198,8010403,2144.43,Processed,Original Payment,18-11-2023,DEFECTIVE
8528199,8011219,1259.19,Processed,Original Payment,09-03-2022,SIZE_ISSUE
8528200,8041966,321.44,Pending,Wallet,14-06-2022,MISSING_PARTS
8528201,8042829,1500.64,processed,Bank Transfer,01-08-2024,SIZE_ISSUE
8528202,8042942,4044.05,Processed,Wallet,03-11-2023,DUPLICATE_ORDER
8528203,8023689,1476.29,Processed,Original Payment,15-04-2022,SIZE_ISSUE
8528204,8032925,649.04,Pending,Wallet,24-05-2023,CHANGED_MIND
8528205,8021590,1544.29,Processed,Wallet,04-03-2024,DAMAGED_PRODUCT
8528206,8031402,2373.31,Processed,Coupon,20-11-2024,CHANGED_MIND
8528207,8005625,1782.74,Rejected,Wallet,04-01-2025,DAMAGED_PRODUCT
8528208,8005905,1100.38,Processed,Original Payment,26-11-2024,DEFECTIVE
8528209,8043495,206.67,Processed,UPI,24-11-2024,
8528210,8024922,6564.15,Processed,UPI,28-01-2025,DUPLICATE_ORDER
8528211,8002720,7449.74,Processed,Wallet,08-07-2022,NOT_AS_DESCRIBED
8528212,8004192,1516.48,Processed,Wallet,24-06-2023,DAMAGED_PRODUCT
8528213,8022343,545.66,Rejected,Wallet,12-02-2024,QUALITY_ISSUE
8528214,8011104,513.18,Processed,Wallet,20-11-2024,MISSING_PARTS
8528215,8014476,1310.41,Processed,Original Payment,14-12-2022,DEFECTIVE
8528216,8041863,944.06,Processed,Original Payment,07-02-2025,CHANGED_MIND
8528217,8002093,10547.65,Processed,Original Payment,11-07-2023,WRONG_ITEM
8528218,8030679,90160.5,Processed,Original Payment,21-05-2022,WRONG_ITEM
8528219,8006735,493.45,Rejected,Wallet,14-04-2025,DEFECTIVE
8528220,8040848,1224.47,Processed,Original Payment,15-12-2022,DEFECTIVE
8528221,8034387,1261.4,Processed,Wallet,13-07-2024,SIZE_ISSUE
8528222,8003371,205588.19,Processed,Original Payment,21-11-2023,MISSING_PARTS
8528223,8031521,1392.18,processed,UPI,02-08-2022,CHANGED_MIND
8528224,8005815,115170.89,Pending,Original Payment,16-10-2024,DUPLICATE_ORDER
8528225,8040931,6417.01,Processed,Original Payment,14-12-2024,
8528226,8009858,1247.58,Processed,Original Payment,31-12-2024,DAMAGED_PRODUCT
8528227,8042727,879.25,Processed,Original Payment,21-02-2025,DEFECTIVE
8528228,8026563,849.42,Pending,Wallet,12-04-2024,SIZE_ISSUE
8528229,8017035,1563.3,Processed,Original Payment,10-12-2023,CHANGED_MIND
8528230,8037057,94077.48,Processed,Wallet,16-10-2024,NOT_AS_DESCRIBED
8528231,8022495,7277.97,PENDING,Wallet,05-10-2023,MISSING_PARTS
8528232,8043947,1442.99,Processed,UPI,16-07-2022,SIZE_ISSUE
8528233,8004733,1529.45,Processed,Wallet,26-11-2022,
8528234,8043762,847.21,Pending,Original Payment,30-07-2022,SIZE_ISSUE
8528235,8007281,6976.42,Processed,Original Payment,17-11-2024,WRONG_ITEM
8528236,8000207,33609.37,Pending,Wallet,18-08-2024,NOT_AS_DESCRIBED
8528237,8037425,2474.37,Processed,Original Payment,05-02-2023,DEFECTIVE
8528238,8032158,1000.02,Processed,Original Payment,02-01-2025,MISSING_PARTS
8528239,8005567,782.15,Processed,Original Payment,12-11-2023,SIZE_ISSUE
8528240,8010212,248.25,Processed,Original Payment,30-03-2022,DEFECTIVE
