ticket_id,customer_id,order_id,ticket_category,ticket_created_date,resolution_status,resolution_time_hours,customer_sentiment,has_order_flag
7555339,143708,9183266,Payment Issue,2024-10-23 04:01:00,Resolved,50,Negative,1
7555340,100277,9174883,Cancellation,2023-04-07 19:29:00,Resolved,61,Neutral,1
7555342,109212,9052767,Unknown,2023-03-11 15:19:00,Resolved,26,Positive,1
7555344,115003,,Delivery Issue,2023-08-22 22:54:00,Open,44,Negative,0
7555345,107031,9065666,Wrong Item,2025-03-21 19:40:00,Resolved,5,Positive,1
7555346,136696,9197127,Wrong Item,2022-12-22 08:11:00,Resolved,45,Negative,1
7555347,133656,9107141,Unknown,2024-11-24 10:27:00,Open,9,Positive,1
7555348,134787,9155729,Account Issue,2024-01-10 14:45:00,Open,6,Negative,1
7555350,101753,9026767,Wrong Item,2023-08-20 19:05:00,Resolved,24,Negative,1
7555351,113193,9158553,Refund,2023-09-07 18:56:00,Escalated,187,Neutral,1
7555353,141309,9093818,Refund,2023-04-08 22:29:00,Resolved,5,Negative,1
7555354,106011,9111141,Product Quality,2024-01-16 16:40:00,Escalated,86,Neutral,1
7555356,122096,9216734,Delivery Issue,2024-01-12 18:06:00,Escalated,16,Negative,1
7555357,114056,9224970,Product Quality,2024-04-28 14:24:00,Open,167,Negative,1
7555359,146777,9158843,Delivery Issue,2024-05-12 23:48:00,Open,36,Neutral,1
7555360,118242,9007527,Account Issue,2024-04-04 20:11:00,Resolved,8,Positive,1
7555361,118005,9086104,Wrong Item,2024-07-16 14:25:00,Open,4,Positive,1
7555362,113755,,Return Request,2024-12-14 10:08:00,Open,98,Unknown,0
7555364,141580,9172989,Account Issue,2023-04-21 07:12:00,Escalated,50,Neutral,1
7555365,135663,9234829,Refund,2024-10-25 16:51:00,Open,16,Positive,1
7555366,128664,9139227,Delivery Issue,2024-06-18 12:28:00,Open,59,Unknown,1
7555367,147686,9027861,Delivery Issue,2024-01-22 20:30:00,Resolved,17,Negative,1
7555368,129900,9164906,Technical Support,2022-06-29 08:25:00,Resolved,11,Positive,1
7555369,136941,9103557,Delivery Issue,2024-07-07 17:55:00,Open,45,Negative,1
7555371,109513,9183504,Product Quality,2022-03-21 12:05:00,Open,13,Negative,1
7555372,126694,9094558,Refund,2022-10-24 17:22:00,Escalated,11,Negative,1
7555373,101335,,Account Issue,2024-12-19 20:44:00,Open,33,Neutral,0
7555374,114820,9023371,Product Quality,2024-08-12 09:50:00,Escalated,56,Negative,1
7555377,119846,,Payment Issue,2023-09-22 21:45:00,Open,1,Negative,0
7555378,115523,9164990,Payment Issue,2023-11-14 21:45:00,Resolved,161,Negative,1
7555379,109475,9111440,Payment Issue,2023-08-21 12:51:00,Resolved,36,Neutral,1
7555380,102994,9027349,Unknown,2022-05-09 13:40:00,Resolved,113,Negative,1
7555381,149108,9052330,Wrong Item,2022-12-13 17:20:00,Open,59,Negative,1
7555382,114089,9090538,Technical Support,2024-08-18 11:19:00,Escalated,14,Negative,1
7555384,133656,9064508,Refund,2025-03-12 23:36:00,Open,172,Neutral,1
7555385,136525,9022737,Payment Issue,2023-05-18 03:48:00,Resolved,7,Neutral,1
7555386,137082,,Payment Issue,2024-04-04 21:02:00,Resolved,7,Negative,0
7555387,114466,9046491,Account Issue,2022-11-17 19:51:00,Open,34,Positive,1
7555388,140305,9068057,Technical Support,2022-10-27 13:08:00,Resolved,3,Unknown,1
7555389,116473,9053791,Product Quality,2022-04-08 22:05:00,Open,5,Unknown,1
7555390,108403,9068282,Delivery Issue,2025-03-09 13:30:00,Open,9,Negative,1
7555391,105868,9241986,Product Quality,2022-10-26 08:23:00,Open,16,Negative,1
7555393,142066,9085155,Refund,2023-06-19 22:42:00,Open,19,Positive,1
7555394,147395,9181797,Account Issue,2024-03-14 20:04:00,Escalated,25,Positive,1
7555395,114655,9098686,Account Issue,2023-12-17 08:15:00,Escalated,20,Negative,1
7555396,116980,9139174,Product Quality,2022-08-01 00:15:00,Escalated,21,Neutral,1
7555397,146741,9187621,Product Quality,2022-05-23 21:11:00,Resolved,40,Negative,1
7555398,142480,9087614,Delivery Issue,2023-05-08 21:48:00,Resolved,19,Negative,1
7555399,124745,9030485,Return Request,2023-10-29 07:23:00,Resolved,7,Neutral,1
7555401,132769,9006722,Payment Issue,2022-05-09 16:47:00,Escalated,37,Neutral,1
7555402,148175,,Technical Support,2022-07-25 12:14:00,Resolved,10,Negative,0
7555403,140528,9025297,Unknown,2023-01-09 20:09:00,Resolved,16,Neutral,1
7555404,111183,9181427,Cancellation,2024-09-03 20:14:00,Open,9,Positive,1
7555406,126575,9109241,Wrong Item,2022-02-22 20:30:00,Resolved,24,Negative,1
7555407,142267,9059603,Return Request,2024-01-06 18:17:00,Resolved,63,Neutral,1
7555408,145442,9074080,Unknown,2022-03-23 12:45:00,Open,49,Negative,1
7555409,121689,9032961,Return Request,2023-04-07 09:50:00,Open,20,Negative,1
7555411,140788,,Product Quality,2022-04-04 17:39:00,Escalated,3,Negative,0
7555412,106318,,Wrong Item,2022-03-19 05:22:00,Open,122,Negative,0
7555414,117268,9150988,Refund,2022-10-14 23:22:00,Resolved,23,Negative,1
7555415,120400,9023411,Product Quality,2022-12-05 08:47:00,Resolved,15,Positive,1
7555416,147109,9071701,Payment Issue,2022-04-26 10:00:00,Resolved,4,Neutral,1
7555418,145893,9183008,Wrong Item,2022-11-22 13:25:00,Open,51,Neutral,1
7555419,142057,9181914,Refund,2022-08-12 17:34:00,Resolved,62,Negative,1
7555420,104728,9068892,Wrong Item,2024-06-26 22:59:00,Escalated,23,Positive,1
7555422,124981,9010646,Cancellation,2023-07-23 00:35:00,Resolved,51,Positive,1
7555427,103754,9141846,Cancellation,2023-09-27 13:31:00,Resolved,20,Unknown,1
7555428,141237,,Product Quality,2024-07-26 23:34:00,Resolved,189,Neutral,0
7555429,108808,9089486,Cancellation,2022-07-18 19:56:00,Resolved,133,Negative,1
7555430,141743,9074046,Delivery Issue,2022-12-23 14:02:00,Escalated,47,Neutral,1
7555431,108808,9099518,Cancellation,2023-07-14 21:36:00,Resolved,140,Positive,1
7555432,135977,9169930,Product Quality,2024-10-25 06:27:00,Escalated,10,Negative,1
7555433,130788,9009210,Technical Support,2023-05-06 14:17:00,Resolved,4,Neutral,1
7555434,131154,9055356,Refund,2025-01-07 16:05:00,Resolved,20,Neutral,1
7555435,116631,9039896,Wrong Item,2022-03-22 12:49:00,Escalated,17,Negative,1
7555436,117111,,Unknown,2024-03-28 12:10:00,Resolved,12,Negative,0
7555437,124354,9040843,Account Issue,2023-08-12 21:16:00,Resolved,37,Negative,1
7555438,128903,9147694,Return Request,2024-08-20 18:30:00,Open,24,Positive,1
7555439,112861,9202380,Payment Issue,2022-06-02 22:41:00,Open,35,Positive,1
7555440,144574,9057376,Product Quality,2022-04-11 18:16:00,Escalated,14,Negative,1
7555441,128642,9052045,Return Request,2022-10-18 20:11:00,Open,141,Unknown,1
7555442,148866,9193759,Payment Issue,2023-01-04 08:50:00,Resolved,23,Negative,1
7555443,124452,,Cancellation,2024-09-14 20:48:00,Resolved,118,Negative,0
7555444,127706,9006551,Product Quality,2024-07-13 19:09:00,Escalated,23,Unknown,1
7555445,114615,9004033,Product Quality,2024-02-17 18:44:00,Resolved,69,Negative,1
7555447,144911,9244195,Payment Issue,2024-02-17 08:52:00,Open,63,Neutral,1
7555448,102171,9077092,Cancellation,2024-05-15 19:42:00,Resolved,19,Positive,1
7555450,104161,,Cancellation,2023-01-05 22:48:00,Resolved,12,Negative,0
7555451,135200,9093857,Payment Issue,2025-03-16 17:43:00,Open,63,Neutral,1
7555452,114058,9004073,Technical Support,2023-10-24 19:48:00,Resolved,12,Neutral,1
7555453,125355,9038631,Cancellation,2023-05-02 19:55:00,Resolved,56,Negative,1
7555454,128229,9045552,Product Quality,2023-10-20 06:23:00,Resolved,19,Negative,1
7555455,111117,9141122,Account Issue,2025-03-28 22:52:00,Resolved,46,Positive,1
7555457,149829,9080822,Technical Support,2022-05-26 06:46:00,Open,13,Unknown,1
7555458,126310,9076705,Product Quality,2022-12-06 14:11:00,Resolved,42,Positive,1
7555459,101806,,Refund,2024-07-23 09:06:00,Resolved,51,Unknown,0
7555460,133477,9231582,Payment Issue,2023-06-19 17:42:00,Resolved,38,Negative,1
7555462,100414,9091762,Product Quality,2023-12-27 19:58:00,Resolved,100,Positive,1
7555463,131230,9178376,Return Request,2024-09-28 11:00:00,Open,71,Neutral,1
7555464,130166,9156434,Payment Issue,2023-10-29 17:52:00,Resolved,15,Negative,1
7555466,104354,9074047,Account Issue,2022-03-17 21:40:00,Open,31,Neutral,1
7555467,145019,,Cancellation,2023-12-19 09:26:00,Escalated,34,Negative,0
7555468,114266,9109674,Unknown,2022-12-15 20:58:00,Resolved,32,Positive,1
7555470,127068,9071081,Technical Support,2025-03-23 04:13:00,Open,2,Positive,1
7555471,140864,9192783,Delivery Issue,2024-12-15 09:01:00,Resolved,15,Unknown,1
7555472,132386,9005065,Return Request,2024-01-28 17:08:00,Resolved,100,Negative,1
7555473,135130,9217511,Cancellation,2025-02-01 07:02:00,Escalated,59,Negative,1
7555474,119811,9055430,Delivery Issue,2024-02-07 15:19:00,Resolved,6,Negative,1
7555475,105318,9007622,Product Quality,2024-10-01 16:45:00,Resolved,35,Positive,1
7555476,104847,9241292,Wrong Item,2024-04-25 10:35:00,Open,27,Neutral,1
7555477,133964,9080675,Account Issue,2022-07-28 02:27:00,Resolved,33,Negative,1
7555478,118431,,Account Issue,2024-01-15 21:06:00,Escalated,58,Neutral,0
7555479,129845,9097164,Account Issue,2023-09-13 08:31:00,Resolved,4,Negative,1
7555481,101089,9193531,Return Request,2024-11-26 20:35:00,Resolved,13,Negative,1
7555483,100181,9049284,Payment Issue,2024-10-31 09:34:00,Escalated,153,Positive,1
7555484,129347,9095648,Unknown,2025-02-08 10:01:00,Escalated,23,Negative,1
7555485,117634,9226648,Unknown,2022-07-16 10:02:00,Resolved,9,Positive,1
7555486,148255,9011781,Refund,2024-12-14 19:23:00,Open,20,Negative,1
7555488,143120,9217478,Account Issue,2022-05-08 15:35:00,Resolved,40,Negative,1
7555489,112010,9040983,Unknown,2024-10-25 16:07:00,Resolved,64,Positive,1
7555490,115799,9092009,Delivery Issue,2023-12-04 10:37:00,Escalated,139,Negative,1
7555491,116728,9049496,Technical Support,2024-12-30 01:19:00,Resolved,44,Negative,1
7555492,115234,9079633,Technical Support,2024-11-06 15:35:00,Resolved,153,Positive,1
7555493,140554,9032889,Delivery Issue,2022-10-29 18:20:00,Resolved,14,Positive,1
7555494,114645,9246254,Technical Support,2022-02-27 17:19:00,Open,92,Positive,1
7555495,112958,9124390,Unknown,2025-02-19 21:40:00,Escalated,5,Negative,1
7555496,120342,,Technical Support,2022-06-03 16:06:00,Resolved,35,Positive,0
7555497,135120,9206645,Payment Issue,2024-06-15 10:46:00,Escalated,20,Positive,1
7555498,122944,9091962,Return Request,2022-11-04 20:15:00,Open,1,Neutral,1
7555499,112644,9172666,Cancellation,2022-12-12 23:40:00,Open,61,Neutral,1
7555500,130345,9055997,Delivery Issue,2025-02-23 16:08:00,Open,18,Negative,1
7555501,103212,9118991,Wrong Item,2022-08-20 00:05:00,Open,3,Neutral,1
7555502,116410,9249059,Return Request,2023-05-14 11:58:00,Escalated,50,Negative,1
7555503,101407,9164436,Cancellation,2023-04-19 17:08:00,Open,8,Unknown,1
7555504,134391,9189994,Refund,2022-05-14 20:35:00,Open,53,Positive,1
7555505,116623,9068035,Cancellation,2022-01-02 22:14:00,Escalated,1,Positive,1
7555506,109451,9196983,Cancellation,2022-07-16 20:17:00,Escalated,9,Neutral,1
7555507,121603,9175370,Delivery Issue,2025-03-15 19:32:00,Resolved,16,Negative,1
7555508,103219,9099631,Unknown,2022-04-06 15:33:00,Open,2,Negative,1
7555509,143876,9007627,Wrong Item,2025-01-08 23:55:00,Resolved,15,Negative,1
7555510,116463,9069629,Return Request,2022-12-18 13:55:00,Open,15,Neutral,1
7555511,123785,9092660,Unknown,2024-11-05 18:49:00,Resolved,33,Neutral,1
7555512,116112,9120553,Return Request,2024-03-19 13:12:00,Resolved,59,Negative,1
7555513,100251,9019746,Technical Support,2024-09-28 16:50:00,Open,26,Negative,1
7555516,111903,9191874,Product Quality,2022-08-13 18:29:00,Escalated,145,Unknown,1
7555519,141874,9145926,Payment Issue,2023-06-03 06:19:00,Resolved,179,Negative,1
7555520,111707,9044971,Technical Support,2023-09-29 21:12:00,Escalated,3,Unknown,1
7555521,142315,9111740,Unknown,2025-01-22 09:37:00,Resolved,62,Negative,1
7555522,104417,9101887,Wrong Item,2025-03-25 04:46:00,Open,7,Unknown,1
7555523,123261,,Cancellation,2022-11-19 08:46:00,Open,64,Negative,0
7555524,120447,9084067,Delivery Issue,2022-11-13 09:13:00,Resolved,110,Negative,1
7555526,102208,9202537,Account Issue,2025-01-07 22:36:00,Resolved,71,Negative,1
7555527,117369,,Payment Issue,2022-05-23 20:53:00,Resolved,134,Negative,0
7555528,113166,9008731,Account Issue,2022-12-29 21:18:00,Open,3,Negative,1
7555529,143179,9245697,Technical Support,2025-01-05 01:46:00,Escalated,26,Neutral,1
7555531,146442,9061725,Return Request,2023-09-07 20:08:00,Resolved,68,Negative,1
7555532,126067,9093553,Unknown,2023-07-07 18:28:00,Open,170,Neutral,1
7555534,112883,,Payment Issue,2022-10-28 17:53:00,Resolved,14,Negative,0
7555535,105549,9170456,Account Issue,2022-12-02 16:24:00,Open,154,Neutral,1
7555536,141425,9138309,Payment Issue,2023-01-29 20:01:00,Open,5,Neutral,1
7555537,106735,9192264,Payment Issue,2023-09-10 05:18:00,Open,12,Negative,1
7555538,132480,9124946,Payment Issue,2024-07-21 08:18:00,Open,85,Neutral,1
7555539,127379,9122241,Product Quality,2023-10-26 10:00:00,Escalated,36,Neutral,1
7555540,147856,9019544,Wrong Item,2023-01-10 10:31:00,Open,11,Neutral,1
7555541,107716,9011788,Wrong Item,2023-02-22 20:07:00,Resolved,111,Negative,1
7555542,103987,9169933,Cancellation,2022-03-27 18:42:00,Resolved,4,Neutral,1
7555543,118573,9135152,Return Request,2022-05-20 13:55:00,Escalated,9,Unknown,1
7555544,112356,9028473,Unknown,2024-07-31 22:51:00,Resolved,68,Negative,1
7555545,130561,9168751,Refund,2022-06-12 21:44:00,Resolved,140,Neutral,1
7555546,121466,9233352,Return Request,2022-01-03 17:15:00,Resolved,52,Neutral,1
7555547,119383,9220012,Payment Issue,2024-03-27 19:59:00,Resolved,19,Negative,1
7555548,134202,9243455,Cancellation,2025-03-11 19:24:00,Resolved,72,Neutral,1
7555549,127768,9176220,Unknown,2023-03-07 15:06:00,Open,80,Positive,1
7555550,139146,9166521,Cancellation,2023-09-09 18:20:00,Open,177,Unknown,1
7555552,105005,9159797,Return Request,2024-03-29 11:19:00,Open,7,Neutral,1
7555553,134009,9224073,Unknown,2023-02-03 18:10:00,Resolved,24,Negative,1
7555554,126590,9089690,Unknown,2022-06-15 04:28:00,Resolved,25,Neutral,1
7555555,145176,9199593,Cancellation,2023-03-19 15:25:00,Escalated,126,Negative,1
7555556,115856,9015991,Payment Issue,2023-11-10 21:37:00,Escalated,67,Negative,1
7555557,142876,9220360,Payment Issue,2023-08-07 10:55:00,Resolved,33,Negative,1
7555558,109745,9115028,Payment Issue,2025-01-22 16:26:00,Resolved,3,Negative,1
7555559,127152,9227745,Product Quality,2024-11-10 23:24:00,Resolved,79,Negative,1
7555560,108898,9220216,Return Request,2023-07-08 23:42:00,Open,20,Negative,1
7555561,144285,9174865,Payment Issue,2023-08-26 11:16:00,Resolved,62,Positive,1
7555562,105057,9044822,Payment Issue,2024-05-16 09:56:00,Open,5,Neutral,1
7555563,143944,9176845,Product Quality,2022-09-02 22:53:00,Open,6,Negative,1
7555566,127046,9204389,Account Issue,2024-10-02 12:44:00,Resolved,2,Neutral,1
7555567,126922,,Payment Issue,2024-05-13 13:18:00,Resolved,21,Negative,0
7555569,119481,9244586,Technical Support,2022-11-08 14:02:00,Open,88,Negative,1
7555570,125709,9135638,Wrong Item,2023-12-22 15:06:00,Resolved,38,Unknown,1
7555571,106200,9116490,Return Request,2023-10-26 10:24:00,Resolved,28,Unknown,1
7555572,126625,,Wrong Item,2024-08-01 16:49:00,Open,18,Positive,0
7555573,120953,,Unknown,2024-10-30 21:25:00,Open,71,Negative,0
7555574,103283,9161694,Cancellation,2022-11-06 16:33:00,Resolved,16,Negative,1
7555575,148043,9157236,Technical Support,2022-11-17 09:35:00,Resolved,42,Neutral,1
7555578,141152,,Wrong Item,2024-08-04 08:47:00,Resolved,162,Negative,0
7555579,145785,9170827,Return Request,2023-12-13 22:35:00,Resolved,3,Neutral,1
7555580,127133,9039604,Unknown,2022-11-21 16:18:00,Resolved,27,Neutral,1
7555581,118164,9208136,Delivery Issue,2023-11-10 09:06:00,Resolved,74,Negative,1
7555582,124069,9036120,Unknown,2025-01-09 20:39:00,Open,58,Neutral,1
7555584,106783,9217422,Product Quality,2024-09-11 07:47:00,Resolved,181,Neutral,1
7555585,113285,9159404,Product Quality,2023-06-08 18:57:00,Resolved,170,Negative,1
7555586,145301,9083282,Return Request,2024-04-16 12:25:00,Open,21,Negative,1
7555587,107083,9039840,Payment Issue,2024-06-04 02:00:00,Resolved,23,Neutral,1
7555588,137241,9147681,Account Issue,2022-03-24 14:35:00,Resolved,18,Neutral,1
7555589,123284,9211183,Return Request,2023-12-25 22:13:00,Closed,10,Positive,1
7555590,109037,,Cancellation,2023-06-26 13:24:00,Open,68,Neutral,0
7555591,113827,9236539,Technical Support,2022-01-31 05:00:00,Open,52,Positive,1
7555592,124263,,Wrong Item,2022-02-10 07:11:00,Resolved,168,Negative,0
7555593,118228,9209107,Wrong Item,2023-09-11 20:49:00,Resolved,11,Neutral,1
7555594,148572,9075428,Unknown,2024-11-14 14:46:00,Resolved,7,Negative,1
7555595,113854,,Wrong Item,2022-06-03 09:08:00,Resolved,7,Positive,0
7555596,137399,9115631,Account Issue,2024-01-17 21:37:00,Resolved,7,Positive,1
7555597,103882,9100440,Cancellation,2022-07-14 22:51:00,Resolved,47,Negative,1
7555598,124611,9198468,Wrong Item,2022-03-24 06:41:00,Resolved,103,Negative,1
7555599,122240,9128889,Wrong Item,2023-10-06 07:06:00,Escalated,3,Negative,1
7555600,115290,9042681,Account Issue,2024-05-18 11:06:00,Escalated,7,Neutral,1
7555602,102214,9203681,Return Request,2022-06-23 10:49:00,Open,47,Neutral,1
7555603,146628,9246700,Return Request,2024-10-23 19:49:00,Closed,20,Negative,1
7555604,148362,,Cancellation,2023-12-19 18:10:00,Escalated,99,Positive,0
7555606,140296,9001098,Delivery Issue,2024-05-28 17:04:00,Escalated,16,Negative,1
7555607,109734,9012835,Payment Issue,2023-02-14 12:39:00,Resolved,10,Negative,1
7555608,124064,9174015,Technical Support,2023-08-08 15:45:00,Open,15,Negative,1
7555609,148638,9107476,Cancellation,2022-06-29 08:05:00,Escalated,8,Negative,1
7555610,104657,9092067,Technical Support,2022-07-25 09:42:00,Resolved,18,Positive,1
7555611,121216,9127968,Return Request,2022-08-15 11:37:00,Closed,51,Neutral,1
7555612,131002,9160648,Refund,2023-12-06 07:38:00,Resolved,10,Neutral,1
7555613,135221,9105682,Wrong Item,2024-10-19 18:41:00,Open,1,Negative,1
7555614,101758,9242711,Payment Issue,2022-08-05 17:25:00,Escalated,9,Positive,1
7555615,148082,9032677,Wrong Item,2025-03-03 10:30:00,Escalated,145,Neutral,1
7555617,129100,9245490,Technical Support,2022-12-23 16:21:00,Resolved,44,Negative,1
7555618,137068,9073164,Unknown,2023-09-19 17:45:00,Resolved,19,Negative,1
7555619,144441,9121445,Delivery Issue,2024-11-04 21:48:00,Open,33,Positive,1
7555620,104205,9092973,Product Quality,2024-02-08 23:56:00,Resolved,25,Positive,1
7555621,147977,9084824,Cancellation,2023-03-17 18:22:00,Open,99,Unknown,1
7555622,102341,,Delivery Issue,2023-03-31 18:44:00,Resolved,17,Neutral,0
7555623,114324,9038585,Payment Issue,2022-11-02 23:18:00,Resolved,166,Positive,1
7555624,108815,9081323,Technical Support,2022-01-03 10:18:00,Resolved,62,Negative,1
7555625,120338,9098905,Product Quality,2022-10-19 09:41:00,Open,82,Negative,1
7555626,113512,9000872,Wrong Item,2023-08-16 16:15:00,Resolved,91,Negative,1
7555628,143438,9211354,Payment Issue,2023-09-10 23:47:00,Resolved,6,Negative,1
7555629,149475,9003197,Refund,2022-12-29 23:46:00,Resolved,145,Negative,1
7555630,130441,9025906,Product Quality,2022-10-26 20:00:00,Resolved,138,Neutral,1
7555631,105259,9055916,Cancellation,2024-10-30 17:39:00,Open,20,Negative,1
7555632,124954,9170094,Account Issue,2023-08-12 01:34:00,Resolved,23,Neutral,1
7555633,139601,9191423,Product Quality,2025-01-01 23:57:00,Escalated,25,Unknown,1
7555634,125785,9034076,Wrong Item,2022-04-18 14:05:00,Escalated,173,Negative,1
7555635,116269,9205227,Wrong Item,2023-01-18 10:04:00,Open,5,Negative,1
7555636,130208,9057274,Wrong Item,2023-08-05 13:48:00,Open,29,Negative,1
7555638,110356,9169974,Delivery Issue,2022-08-21 20:35:00,Resolved,18,Neutral,1
7555639,137620,9203989,Delivery Issue,2022-02-20 23:28:00,Resolved,147,Neutral,1
7555640,107727,9150175,Unknown,2023-11-14 20:04:00,Resolved,2,Negative,1
7555641,118366,9036411,Delivery Issue,2024-07-18 17:30:00,Open,99,Unknown,1
7555642,121466,9097048,Return Request,2022-10-23 14:35:00,Escalated,57,Unknown,1
7555643,139889,9119621,Wrong Item,2023-12-16 19:29:00,Resolved,116,Positive,1
7555644,119497,9175216,Product Quality,2022-05-16 18:35:00,Resolved,108,Positive,1
7555645,138541,9139657,Wrong Item,2025-01-01 17:12:00,Open,7,Negative,1
7555646,121537,9237792,Wrong Item,2024-08-14 10:02:00,Resolved,23,Negative,1
7555647,111537,9022966,Product Quality,2023-06-29 20:58:00,Open,14,Unknown,1
7555648,125999,9122486,Account Issue,2023-07-14 21:47:00,Resolved,12,Positive,1
7555649,120548,9070253,Wrong Item,2023-12-26 17:46:00,Open,148,Positive,1
7555650,115976,9061530,Product Quality,2026-05-24 10:00:00,Open,2,Neutral,1
7555651,114665,9075037,Technical Support,2022-07-28 17:15:00,Resolved,15,Negative,1
7555652,145306,9098964,Refund,2022-12-19 17:39:00,Escalated,16,Negative,1
7555653,141172,9193235,Payment Issue,2025-02-14 21:45:00,Resolved,161,Neutral,1
7555654,119599,9065446,Account Issue,2022-07-16 00:17:00,Resolved,9,Negative,1
7555655,108059,9007622,Unknown,2022-11-02 06:26:00,Escalated,11,Negative,1
7555656,144645,9039763,Wrong Item,2022-04-23 08:03:00,Resolved,34,Positive,1
7555657,103274,9217851,Unknown,2023-04-17 15:01:00,Resolved,11,Negative,1
7555658,110718,9231084,Account Issue,2022-10-19 18:53:00,Resolved,19,Negative,1
7555659,137769,9151510,Technical Support,2024-11-05 13:59:00,Open,21,Negative,1
7555660,142655,9085926,Refund,2023-12-25 03:50:00,Resolved,57,Positive,1
7555661,144192,9103165,Technical Support,2023-07-21 17:15:00,Resolved,11,Negative,1
7555662,105843,9062864,Delivery Issue,2024-10-01 10:54:00,Escalated,16,Positive,1
7555663,121617,9171647,Delivery Issue,2026-02-13 10:00:00,Resolved,30,Negative,1
7555666,103504,9083897,Payment Issue,2023-11-06 19:56:00,Escalated,93,Neutral,1
7555667,118637,9096901,Payment Issue,2024-10-19 19:23:00,Open,12,Negative,1
7555668,111743,9011432,Unknown,2024-11-05 06:33:00,Resolved,11,Positive,1
7555669,130635,9058024,Account Issue,2023-01-18 16:46:00,Escalated,5,Neutral,1
7555670,104191,,Wrong Item,2023-07-19 18:52:00,Open,43,Negative,0
7555671,109103,9205670,Delivery Issue,2024-07-22 15:45:00,Escalated,54,Negative,1
7555672,116106,9175076,Cancellation,2023-09-24 14:16:00,Escalated,99,Neutral,1
7555674,146661,9014411,Unknown,2024-09-23 10:38:00,Open,183,Neutral,1
7555675,140033,9232449,Technical Support,2022-03-26 18:50:00,Open,20,Negative,1
7555677,119479,,Cancellation,2024-09-29 12:05:00,Resolved,61,Negative,0
7555680,133741,9098837,Cancellation,2022-09-17 11:32:00,Resolved,9,Neutral,1
7555681,144497,9233962,Delivery Issue,2024-12-13 04:25:00,Resolved,53,Negative,1
7555682,110255,9223663,Payment Issue,2022-12-22 00:33:00,Resolved,164,Negative,1
7555683,108841,9093835,Unknown,2024-10-18 20:41:00,Resolved,11,Negative,1
7555685,145418,9151753,Payment Issue,2022-06-21 22:38:00,Resolved,150,Negative,1
7555686,118179,9198751,Product Quality,2024-06-28 18:51:00,Resolved,23,Positive,1
7555687,146204,9053985,Wrong Item,2024-11-02 21:33:00,Open,63,Negative,1
7555688,131062,,Refund,2023-01-29 02:56:00,Open,55,Positive,0
7555690,108895,9237741,Delivery Issue,2024-04-16 18:18:00,Escalated,26,Neutral,1
7555691,109020,9106512,Wrong Item,2023-09-21 04:22:00,Resolved,13,Negative,1
7555692,106485,9076702,Delivery Issue,2024-08-08 13:06:00,Open,21,Neutral,1
7555693,141094,9169821,Return Request,2022-10-16 21:29:00,Resolved,52,Neutral,1
7555694,103591,9026704,Account Issue,2022-01-24 13:46:00,Escalated,123,Negative,1
7555695,141847,9028451,Unknown,2023-07-09 08:05:00,Open,68,Neutral,1
7555696,130583,9172041,Wrong Item,2023-07-28 18:23:00,Open,25,Positive,1
7555697,142225,9143056,Account Issue,2024-08-30 19:27:00,Resolved,82,Negative,1
7555698,110778,9151879,Cancellation,2024-03-25 18:34:00,Open,5,Negative,1
7555699,147031,9161989,Account Issue,2024-02-02 20:28:00,Open,135,Neutral,1
7555700,136860,9038107,Unknown,2022-10-18 17:03:00,Resolved,64,Negative,1
7555701,129954,9011457,Return Request,2026-01-04 10:00:00,Resolved,100,Negative,1
7555704,114594,9188538,Wrong Item,2024-12-26 21:11:00,Resolved,13,Neutral,1
7555705,137425,,Payment Issue,2023-12-25 09:29:00,Resolved,172,Positive,0
7555706,115011,9110231,Technical Support,2024-06-10 07:11:00,Resolved,31,Positive,1
7555707,116237,,Delivery Issue,2022-03-22 19:25:00,Resolved,34,Neutral,0
7555708,139406,9243071,Product Quality,2023-05-12 18:50:00,Open,122,Neutral,1
7555709,143152,9119633,Payment Issue,2023-03-29 20:54:00,Open,70,Neutral,1
7555710,127416,9160255,Cancellation,2022-11-07 23:22:00,Escalated,66,Negative,1
7555711,139694,9119579,Delivery Issue,2022-10-22 00:25:00,Closed,49,Neutral,1
7555712,133441,9025172,Wrong Item,2023-07-23 19:46:00,Closed,59,Neutral,1
7555713,146587,9146403,Technical Support,2024-11-10 09:32:00,Resolved,27,Neutral,1
7555714,134499,9030725,Return Request,2024-05-03 21:21:00,Open,22,Negative,1
7555715,145371,9157340,Refund,2025-03-19 13:12:00,Resolved,39,Negative,1
7555716,131292,9019649,Cancellation,2022-10-26 22:21:00,Resolved,187,Negative,1
7555717,111864,9234200,Account Issue,2024-09-27 08:07:00,Escalated,65,Positive,1
7555718,139169,,Wrong Item,2025-02-18 17:13:00,Resolved,11,Negative,0
7555719,131216,9076654,Account Issue,2025-01-27 07:21:00,Open,26,Positive,1
7555720,142838,9020749,Delivery Issue,2024-11-28 15:37:00,Resolved,46,Negative,1
7555723,129067,,Cancellation,2022-03-16 20:41:00,Resolved,18,Negative,0
7555725,134616,9134013,Refund,2022-11-19 19:31:00,Resolved,11,Neutral,1
7555726,136337,,Delivery Issue,2022-06-30 20:57:00,Resolved,1,Neutral,0
7555727,107809,9176540,Delivery Issue,2023-10-29 06:26:00,Escalated,17,Unknown,1
7555728,106127,9126538,Payment Issue,2023-06-27 12:16:00,Resolved,15,Positive,1
